course_id,text,filtered_text,count
C_680993,收到,收到,1.0
C_680993,优秀老师优秀课程,优秀老师优秀课程,1.0
C_680993,亲切优秀,亲切优秀,1.0
C_680993,亲切优秀,亲切优秀,1.0
C_680993,我希望我们的生活中的建筑在满足专业设计的基础上有更多的便利性和美感,希望生活建筑满足专业设计基础便利性美感,1.0
C_680993,很多工程事故发生的深层原因是我们现代社会人太过急功近利浮躁享乐让人缺乏敬畏之心对自己对他人对所从事的任何事情都缺少敬畏之心,很多工程事故发生深层原因现代社会人太过急功近利浮躁享乐缺乏敬畏之心从事事情缺少敬畏之心,1.0
C_680993,长知识啊,长知识,1.0
C_680993,龙凤园停车场是密肋楼盖,龙凤园停车场密肋楼盖,1.0
C_680993,长知识了同时告诉人们工程质量思想上要极为重视在工作中增强责任心避免人为因素造成事故,长知识告诉工程质量思想上要极为重视工作增强责任心避免人为因素造成事故,1.0
C_680993,感觉又回去当学生了,感觉回去学生,1.0
C_680993,设计更多优秀建筑点缀美好生活空间,设计优秀建筑点缀美好生活空间,1.0
C_680993,开拓了视野,开拓视野,1.0
C_680993,学习了,学习,1.0
C_680993,学习了,学习,1.0
C_680993,努力学习中,努力学习,1.0
C_680993,听过宋教授的课更加坚定了我回家盖楼的信心准备自己设计,听过宋教授课更加坚定回家盖楼信心准备设计,1.0
C_680993,装配式混凝土结构技术规程662条叠合板的预制板厚度不宜小于60mm后浇混凝土叠合层厚度不应小于60mm663条叠合板可根据预制板接缝构造支座构造长宽比按单向板或双向板设计,装配式混凝土结构技术规程662条叠合板预制板厚度不宜小于60mm浇混凝土叠合层厚度应小于60mm663条叠合板预制板接缝构造支座构造长宽单向板双向板设计,1.0
C_680993,宋教授授课认真细致利用了大量的图片和示例能把复杂的问题简单化讲解十分清晰易懂易于理解喜欢听宋教授的课,宋教授授课认真细致利用大量图片示例复杂问题简单化讲解十分清晰易懂易于理解喜欢听宋教授课,1.0
C_680993,从要我安全到我要安全安全工作从意愿开始,从要安全安全安全工作意愿,1.0
C_680993,受力合理,受力合理,1.0
C_680993,不断学习发现建筑活了,不断学习发现建筑活,1.0
C_680993,必须将责任意识深入人心安全无小事,必须责任意识深入人心安全无小事,1.0
C_680993,设计阶段是一工程项目的关键环节设计人员的专业知识与严谨程度关系到整个建筑结构的安全性我们应强化自身专业技能提高责任意识为以后走向工作岗位打好基础,设计阶段工程项目关键环节设计人员专业知识严谨程度关系整个建筑结构安全性应强化专业技能提高责任意识以后走向工作岗位基础,1.0
C_680993,老师讲的非常非常好很棒,老师讲非常非常很棒,1.0
C_680993,建筑工程出现事故与设计施工监理等人员素质和责任心有很大关系扎实学好本课程意义重大提个问题大家知道对于悬挑阳台或板式雨蓬受力钢筋是放在板面还是板底为什么,建筑工程出现事故设计施工监理人员素质责任心很大关系扎实学好课程意义重大提个问题知道悬挑阳台板式雨蓬受力钢筋放在板面板底,1.0
C_680993,常见的单层厂房的结构形式有刚架和排架两种其中排架比较常见属于超静定结构适用范围也比较广刚架有静定的也有超静定的因为有跨变所以适用范围有限,常见单层厂房结构形式刚架排架两种排架比较常见属于超静定结构适用范围比较广刚架静定超静定跨变适用范围有限,1.0
C_680993,板式楼梯传力直接从梯板上到上下端支承梁梁式楼梯先从梯板传力到梯梁梯梁再将楼体荷载传到上下端支撑梁,板式楼梯传力直接从梯板下端支承梁梁式楼梯先梯板传力梯梁梯梁楼体荷载传到下端支撑梁,1.0
C_680993,现在经济因素驱动一般项目设计周期极短也是安全事故因素之一,现在经济因素驱动项目设计周期极短安全事故因素,1.0
C_680993,框架结构的传力路径是这样的板上荷载先传给梁再传给柱再传给基础最后传到地基施工顺序也是先施工框架再施工填充墙,框架结构传力路径板荷载先传给梁再传给柱传给基础最后传到地基施工顺序先施工框架施工填充墙,1.0
