course_id,text,filtered_text,count,text_vi
C_680745,这个课感觉很有趣,课感觉有趣,1.0,Lớp học này cảm thấy rất thú vị
C_680745,胖总nb,胖总nb,1.0,Boss béo nb
C_680745,学习第一天,学习第一天,1.0,ngày đầu tiên đi học
C_680745,打卡第一天,打卡第一天,6.0,Kiểm tra ngày đầu tiên
C_680745,第三天打卡,第三天打卡,1.0,Kiểm tra vào ngày thứ ba
C_680745,打卡,打卡,61.0,Đăng ký vào
C_680745,大龄文科生学小程序太南了,大龄文科生学小程序太南,1.0,Sinh viên nghệ thuật tự do lớn tuổi ở quá miền Nam để học các chương trình nhỏ
C_680745,第二天打卡,第二天打卡,1.0,Kiểm tra vào ngày hôm sau
C_680745,打卡第三天,打卡第三天,1.0,Kiểm tra vào ngày thứ ba
C_680745,打卡1,打卡1,1.0,Kiểm tra 1
C_680745,零基础学太难了听不懂,基础学太难听不懂,1.0,Học lại từ đầu quá khó và tôi không thể hiểu được
C_680745,请问我添加了textaligncenter依然无法文本居中是什么原因,请问添加textaligncenter依然无法文本居中原因,1.0,Vui lòng cho tôi biết lý do tại sao tôi vẫn không thể căn giữa văn bản sau khi thêm textaligncenter.
C_680745,不用了解前端h5cssjs就能听懂,不用了解前端h5cssjs听懂,1.0,Bạn không cần phải biết h5cssjs front-end để hiểu nó
C_680745,怎么看不到示例代码呢,看不到示例代码,1.0,Tại sao tôi không thể nhìn thấy mã mẫu?
C_680745,第四项小程序内容禁止测试类游戏是不让做游戏吗,第四项程序内容禁止测试类游戏不让游戏,1.0,Mục thứ tư của nội dung chương trình mini cấm trò chơi thử nghiệm. Phải chăng điều này có nghĩa là trò chơi không được phép làm?
C_680745,看的流畅吗,流畅,1.0,Nó trông có mịn không?
C_680745,放弃了再见,放弃再见,1.0,từ bỏ lời tạm biệt
C_680745,视频播放不了什么鬼,视频播放不了鬼,1.0,Video không phát là cái quái gì vậy?
C_680745,视频看不了,视频不了,1.0,Không thể xem video
C_680745,请问这个有示例代码分享吗,请问示例代码分享,1.0,Có mã mẫu nào để chia sẻ cho việc này không?
C_680745,试试阿里的iconfont,试试阿里iconfont,1.0,Hãy dùng thử iconfont của Alibaba
C_680745,我觉得讲得挺清楚的,觉得讲得挺清楚,1.0,Tôi nghĩ nó khá rõ ràng.
C_680745,打开,打开,1.0,Mở
C_680745,我自己敲得看不见代码,敲得看不见代码,1.0,Mình gõ mạnh quá không thấy mã.
C_680745,这个内容已经有些过时了可以直接阅读微信开发文档进行自己学习,内容已经过时直接阅读微信开发文档进行学习,1.0,Nội dung này có phần lỗi thời. Bạn có thể đọc trực tiếp tài liệu phát triển WeChat để tự tìm hiểu.
C_680745,为什么我输入代码后不会有像老师一样的报错,输入代码不会老师报错,1.0,Tại sao tôi không nhận được thông báo lỗi giống như giáo viên sau khi nhập mã?
C_680745,没人了吗,没人,1.0,Không còn ai ở đó nữa
C_680745,我全部视频看完之后又回来劝告一句这套教程不适合没有接触过编程的小白如果你学习过一个以上的面向对象语言或者是有html语言基础可以继续学习否则不要浪费时间,视频完之后回来劝告一句这套教程适合没有接触编程小白学习面向对象语言html语言基础继续学习不要浪费时间,1.0,"Sau khi xem hết các video, tôi quay lại để khuyên bạn rằng bộ hướng dẫn này không phù hợp với những người mới bắt đầu chưa từng tiếp xúc với lập trình. Nếu bạn đã học nhiều hơn một ngôn ngữ hướng đối tượng hoặc có kiến ​​thức cơ bản về ngôn ngữ HTML, bạn có thể tiếp tục học, nếu không đừng lãng phí thời gian."
C_680745,下载不了代码没人管理吗,下载不了代码没管理,1.0,"Mình không tải được code, có ai quản lý không?"
C_680745,老师实例代码不让下载能不能给个下载渠道啊,老师实例代码不让下载不能下载渠道,1.0,"Code ví dụ của thầy không cho phép tải xuống, bạn có thể cung cấp kênh tải xuống được không?"
C_680745,老师讲的挺细的很容易懂,老师讲挺细容易懂,1.0,Thầy giảng rất kỹ và dễ hiểu.
C_680745,为啥没有均匀分布啊,为啥没有均匀分布,1.0,Tại sao nó không được phân bố đồng đều?
C_680745,怎么无法播放,无法播放,1.0,tại sao không thể chơi
C_680745,后面几讲讲的真臭,后面讲讲真臭,2.0,Những bài giảng tiếp theo thật hôi hám
C_680745,调用wxsetnavigationbartitle方法,调用wxsetnavigationbartitle方法,1.0,Gọi phương thức wxsetnavigationbartitle
C_680745,源代码下载不了咋回事啊,源代码下载不了回事,1.0,Tại sao tôi không thể tải xuống mã nguồn?
C_680745,415打卡,415打卡,1.0,415 cú đấm vào
C_680745,冲冲冲,冲冲,1.0,"Vội vàng, vội vã, vội vàng"
C_680745,不侵权吗这样用豆瓣的网站信息,侵权豆瓣网站信息,1.0,Có phải là vi phạm không? Có thể sử dụng thông tin trang web của Douban theo cách này không?
C_680745,用谷歌浏览器,用谷歌浏览器,1.0,Sử dụng Google Chrome
C_680745,请问这样的视频课程是怎么做的用什么软件或者怎么拍的谁可以告诉我,请问视频课程软件拍告诉,1.0,"Ai đó có thể cho tôi biết cách tạo một khóa học video như vậy không, sử dụng phần mềm nào hoặc cách quay nó như thế nào?"
C_680745,请问课程视频怎么做的,请问课程视频,1.0,Cho em hỏi cách làm video khóa học
C_680745,怎么做的这样的视频,视频,1.0,Cách làm video này
C_680745,最新的微信开发工具自带一个模板啥的应该怎样解决直接改app的文件吗,最新微信开发工具自带模板应该解决直接改app文件,1.0,Công cụ phát triển WeChat mới nhất đi kèm với một mẫu hoặc thứ gì đó. Tôi nên thay đổi trực tiếp các tệp ứng dụng như thế nào?
C_680745,emmm图片大小从哪里改嘞,emmm图片大小改嘞,1.0,Tôi có thể thay đổi kích thước của ảnh emmm ở đâu?
C_680745,daka,daka,1.0,daka
C_680745,请问这样的视频课程是如何做的需要用什么软件,请问视频课程需要软件,1.0,Làm thế nào để bạn thực hiện một khóa học video như vậy và bạn cần phần mềm gì?
C_680745,请问此课程视频用什么软件制作的,请问课程视频软件制作,1.0,Phần mềm nào đã được sử dụng để tạo video khóa học này?
C_680745,没网看不起,没网看不起,1.0,Không thể xem mà không có internet
C_680745,懒到代码都不想敲,懒到代码不想敲,1.0,Tôi quá lười để gõ mã.
C_680745,请问从哪里可以下载icon图呢,请问下载icon图,1.0,Tôi có thể tải hình ảnh biểu tượng ở đâu?
C_680745,mark,mark,1.0,đánh dấu
C_680745,能不能建个微信群啊这个讨论太低效率了,不能建个微信群讨论太低效率,1.0,Bạn có thể tạo nhóm WeChat không? Cuộc thảo luận này quá kém hiệu quả.
C_680745,能分享源码吗,分享源码,1.0,Bạn có thể chia sẻ mã nguồn không?
C_680745,注水了吗,注水,1.0,Bạn đã đổ đầy nước chưa?
C_680745,不知道在干嘛,知道干嘛,1.0,Không biết bạn đang làm gì
