course_id,text,filtered_text,count,text_vi
C_881436,大概是懂了,大概懂,1.0,có lẽ tôi hiểu
C_881436,清华本校的确实牛功底深厚应答如流佩服,清华本校确实牛功底深厚应答如流佩服,1.0,Đại học Thanh Hoa có những kỹ năng thực sự tuyệt vời và phản ứng sâu sắc. Tôi ngưỡng mộ tất cả.
C_881436,榜样,榜样,1.0,ví dụ
C_881436,生出的孩子应该很聪明我要和她生孩子,生出孩子应该聪明我要生孩子,1.0,Đứa con cô ấy sinh ra chắc chắn sẽ rất thông minh. Tôi muốn có một đứa con với cô ấy.
C_881436,科研推动工业化工技术更迭论文答辩与工业工艺遇到疑难问题交流型成中国特色奖学金育人育德程大国崛起,科研推动工业化工技术更迭论文答辩工业工艺遇到疑难问题交流型成中国特色奖学金育人育德程大国崛起,1.0,"Nghiên cứu khoa học thúc đẩy những thay đổi trong công nghệ hóa học công nghiệp, bảo vệ luận án và truyền thông về những vấn đề khó khăn gặp phải trong quá trình công nghiệp hình thành học bổng đặc sắc Trung Quốc, giáo dục con người và giáo dục con người, và sự trỗi dậy của một quốc gia vĩ đại"
C_881436,优秀,优秀,1.0,xuất sắc
C_881453,额额额听了无数个额,额额额听无数个额,1.0,"Uh-huh, uh-huh, tôi đã nghe vô số uh-huh"
C_881453,不熟啊有待提高,不熟有待提高,1.0,Chưa quen nhưng cần cải thiện
C_881453,加油加油加油,加油加油加油,1.0,"Thôi nào, thôi nào, thôi nào"
C_881453,这塑料英语听的我脑壳疼,塑料英语听脑壳疼,1.0,Tiếng Anh nhựa này làm tôi đau đầu.
C_881453,第一次来清华,第一次清华,1.0,Lần đầu đến Đại học Thanh Hoa
C_881453,第一次来清华,第一次清华,1.0,Lần đầu đến Đại học Thanh Hoa
C_881453,厉害,厉害,1.0,sắc
C_881478,厉害了祝贺黄科科同学,厉害祝贺黄科科同学,1.0,Tuyệt vời. Xin chúc mừng Huang Keke.
C_881478,厉害,厉害,1.0,sắc
C_881478,够有深度,够深度,1.0,Đủ sâu
C_881478,这孩子们都很紧张,孩子紧张,1.0,Bọn trẻ đang lo lắng
C_881478,这女孩不错很自然虽然我听不懂其中的内容,女孩不错自然听不懂内容,1.0,Cô gái này rất tốt bụng và tự nhiên mặc dù tôi không hiểu người ta đang nói gì
C_881478,看看大神,看看大神,1.0,Hãy nhìn vị thần vĩ đại
C_881478,你这太抽象了,太抽象,1.0,Bạn quá trừu tượng
C_881478,看看大神,看看大神,1.0,Hãy nhìn vị thần vĩ đại
C_881478,加油学姐,加油学姐,1.0,"Thôi nào, tiền bối"
