course_id,text,filtered_text,count,text_vi
C_696787,biu,biu,1.0,biu
C_696787,优秀,优秀,1.0,xuất sắc
C_696787,太六了,太六,1.0,Quá sáu
C_696787,老师讲的很精简,老师讲精简,1.0,Thầy giảng rất ngắn gọn
C_696787,学到了,学到,3.0,đã học
C_696787,厉害了,厉害,1.0,Tuyệt vời
C_696787,这章讲的比较有意思,这章讲比较有意思,1.0,Chap này thú vị hơn
C_696787,真好,真,1.0,rất đẹp
C_696787,很好懂,懂,1.0,Rất dễ hiểu
C_696787,好棒,好棒,1.0,Tuyệt
C_696787,量大,量,1.0,lớn
C_696787,好好听,好好听,1.0,nghe có vẻ hay
C_696787,太棒了如果全学会我觉得期末我能考100了耶,太棒了全学会觉得期末我能考100耶,1.0,"Thật tuyệt nếu tôi học hết các bài, tôi nghĩ mình có thể đạt 100 điểm vào cuối học kỳ."
C_696787,真厉害太棒了无敌呀偷学了一手我太满足了,真厉害太棒了无敌偷学一手太满足,1.0,"Thật tuyệt vời, thật tuyệt vời, thật bất khả chiến bại. Tôi đã bí mật học được điều gì đó, tôi rất hài lòng."
C_696787,谢谢出的课程这让我们有了重新认识自己不足的机会发现了世界的美我一定努力学习报效祖国,谢谢出课程重新认识不足机会发现世界美一定努力学习报效祖国,1.0,Cảm ơn vì khóa học. Nó cho chúng tôi cơ hội nhìn nhận lại những khuyết điểm của bản thân và khám phá vẻ đẹp của thế giới. Tôi nhất định sẽ học tập chăm chỉ và phục vụ quê hương.
C_696787,好看好看热力学也太妙了,好看好看热力学太妙了,1.0,Thật thú vị khi xem và nhiệt động lực học thật tuyệt vời.
C_696787,感觉又学到了,感觉学到,1.0,Tôi cảm thấy như mình đã học được điều gì đó một lần nữa
C_696787,总结的很好呀,总结,1.0,Đó là một bản tóm tắt hay
C_696787,对熵这个概念不像以前那么模糊了,熵概念不像以前模糊,1.0,Khái niệm entropy không còn mơ hồ như trước
C_696787,赞同,赞同,1.0,Đồng ý
C_696787,讲的很好,讲,1.0,Nói rất hay
C_696787,进一步了解了工程热力学,进一步了解工程热力学,1.0,Tìm hiểu thêm về nhiệt động lực học kỹ thuật
C_696787,晓得了,晓得,1.0,Hiểu rồi
C_696787,讲的很好谢谢老师,讲谢谢老师,2.0,Điều đó rất tốt Cảm ơn thầy.
C_696787,清晰易懂,清晰易懂,1.0,Rõ ràng và dễ hiểu
C_696787,讲解例子理解好,讲解例子理解,1.0,Giải thích và hiểu rõ bằng các ví dụ
C_696787,有人看了吗,有人,1.0,Có ai đã xem nó chưa?
C_696787,打卡,打卡,63.0,Đăng ký vào
C_696787,有人吗,有人,1.0,Có ai ở đó không?
C_696787,平翘不分,平翘不分,1.0,Không có sự khác biệt giữa phẳng và cong vênh
C_696787,你们好快哦,你们好快,1.0,Các bạn nhanh quá
C_696787,有没有材控专业的小伙伴,有没有材控专业小伙伴,1.0,Bạn có người bạn nào chuyên nghiệp trong việc kiểm soát nguyên vật liệu không?
C_696787,燃油的焓与燃油的热值是什么关系,燃油焓燃油热值关系,1.0,Mối quan hệ giữa entanpy của nhiên liệu và nhiệt trị của nhiên liệu là gì?
C_696787,老师我想请教一下60摄氏度的湿热汽体通入60摄氏度的热水出来的是,老师想请教一下60摄氏度湿热汽体通入60摄氏度热水,1.0,"Thưa thầy, em xin hỏi khi cho hơi nóng ẩm ở 60 độ C vào nước nóng ở 60 độ C thì sẽ có hiện tượng gì thoát ra."
C_696787,滴滴,滴滴,2.0,Didi
C_696787,讲的真好,讲真,1.0,Nói rất hay
C_696787,看不了,不了,1.0,không thể nhìn thấy
C_696787,提醒a是真空表另外建议学习一下工程热力学精要与题解中类似的习题例如17,提醒a真空表建议学习一下工程热力学精要题解类似习题17,1.0,"Nhắc nhở a là một bảng chân không. Bạn cũng nên nghiên cứu các bài tập tương tự trong Nguyên lý nhiệt động lực học kỹ thuật và Giải bài toán, chẳng hạn như 17."
C_696787,这应该是湿空气的问题建议学习下的第九章中的湿空气相关内容,应该湿空气问题建议学习第九章湿空气相关内容,1.0,Đây có thể là một vấn đề với không khí ẩm. Nên nghiên cứu nội dung liên quan đến không khí ẩm ở Chương 9.
C_696787,能源的转换,能源转换,1.0,chuyển đổi năng lượng
C_696787,我国能源消耗较为严重,我国能源消耗较为严重,1.0,mức tiêu thụ năng lượng của đất nước tôi tương đối nghiêm trọng
C_696787,了解了什么是热力系统以及热力系统的分类,了解热力系统热力系统分类,1.0,Hiểu hệ thống nhiệt là gì và phân loại hệ thống nhiệt
C_696787,平衡状态的定义以及其他不同的平衡状态,平衡状态定义不同平衡状态,1.0,Định nghĩa trạng thái cân bằng và các trạng thái cân bằng khác nhau
C_696787,可逆过程分为完全可逆以及内部可逆而外部不可逆,可逆过程分为完全可逆内部可逆外部可逆,1.0,Các quá trình có thể đảo ngược được chia thành các quá trình có thể đảo ngược hoàn toàn và có thể đảo ngược bên trong nhưng không thể đảo ngược từ bên ngoài.
C_696787,功的表达方式以及计算公式,功表达方式计算公式,1.0,Biểu thức và công thức tính công
C_696787,循环推出正循环与逆循环的定义以及工作状况,循环推出正循环逆循环定义工作状况,1.0,Giới thiệu theo chu kỳ các định nghĩa và điều kiện làm việc của chu trình thuận và ngược
C_696787,0基础听3遍才听懂,0基础听3遍才听懂,1.0,"0Cơ bản, phải nghe 3 lần mới hiểu"
C_696787,了解什么是理想状态以及计算方程,了解理想状态计算方程,1.0,Hiểu trạng thái lý tưởng là gì và các phương trình tính toán
C_696787,在哪买教材只能买到习题测,买教材只能买习题测,1.0,Mua sách giáo khoa ở đâu bạn chỉ có thể mua bài tập và bài kiểm tra
C_696787,理想气体状态下内能焓熵之间的关系,理想气体状态内能焓熵之间关系,1.0,"Mối quan hệ giữa nội năng, entanpy và entropy ở trạng thái khí lý tưởng"
C_696787,了解多变过程与基本过程之间是如何转换,了解多变过程基本过程之间转换,1.0,Hiểu cách các quy trình biến đổi chuyển đổi thành các quy trình cơ bản
C_696787,压气机的分类以及各自的特点,压气机分类特点,1.0,Phân loại máy nén và đặc tính tương ứng của chúng
C_696787,分析压缩机中压缩的过程,分析压缩机压缩过程,2.0,Phân tích quá trình nén trong máy nén
C_696787,回顾热力学第一定律的定义了解热力学第二定律自发过程,回顾热力学第一定律定义了解热力学第二定律自发过程,1.0,Ôn lại định nghĩa của định luật nhiệt động lực học thứ nhất và hiểu định luật thứ hai của nhiệt động lực học.
C_696787,热力学第二定律的定义以及热力学第一定律与第二定律的区别,热力学第二定律定义热力学第一定律第二定律区别,1.0,Định nghĩa của định luật nhiệt động thứ hai và sự khác biệt giữa định luật thứ nhất và định luật thứ hai của nhiệt động lực học
C_696787,后面的内容在下,后面内容,1.0,Nội dung sau đây ở bên dưới
C_696787,熵变以及熵的循环积分,熵变熵循环积分,1.0,Biến thiên entropy và tích phân tuần hoàn của entropy
C_696787,熵变不可逆过程引射出的熵流与熵产,熵变可逆过程引射出熵流熵产,1.0,Dòng entropy và sự sản sinh entropy gây ra bởi quá trình biến đổi entropy không thuận nghịch
C_696787,孤立系统的熵增原理只会增加或不变不会减小,孤立系统熵增原理只会增加不变不会减小,1.0,Nguyên lý tăng entropy của một hệ cô lập sẽ chỉ tăng hoặc không đổi và không giảm.
C_696787,判断可逆过程的熵变与可逆过程的熵变之间的关系,判断可逆过程熵变可逆过程熵变之间关系,1.0,Xác định mối liên hệ giữa độ biến thiên entropy của quá trình thuận nghịch và độ biến thiên entropy của quá trình thuận nghịch
C_696787,加油,加油,1.0,Thôi nào
C_696787,因为工程热力学精要与题解中有详细的习题解答故没有专门的作业讲解,工程热力学精要题解中有详细习题解答没有专门作业讲解,1.0,Vì có các bài tập và lời giải chi tiết trong Phần Cơ bản về Nhiệt động lực học và Giải pháp cho bài tập nên không có phần giải thích bài tập về nhà riêng.
C_696787,老师讲的真好简单易懂要是期末考前看了多好,老师讲真简单易懂期末考前,1.0,"Những gì giáo viên nói thực sự hay, đơn giản và dễ hiểu. Sẽ thật tuyệt nếu tôi đọc nó trước kỳ thi cuối kỳ."
C_696787,好多次看吴老师的视频真是非常遗憾没有跟着老师在清华学习,多次吴老师视频真是非常遗憾没有跟着老师清华学习,1.0,Tôi đã xem video của thầy Wu nhiều lần và tôi thực sự hối hận vì đã không học cùng thầy ở Đại học Thanh Hoa.
C_696787,期末考试的救命稻草啊,期末考试救命稻草,1.0,Chiếc cọ cứu mạng cho kỳ thi cuối kỳ
C_696787,经朋友推荐很喜欢,朋友推荐喜欢,1.0,Được bạn bè giới thiệu và rất thích
C_696789,怎么拿评论分啊啊啊啊,评论啊啊啊,1.0,Làm cách nào để nhận được điểm cho nhận xét?
C_696789,问一下老师,问一下老师,1.0,Hỏi giáo viên
C_696789,网页版和手机版视频进度不同啊嘤,网页版手机版视频进度不同嘤,1.0,Tiến trình video khác nhau giữa phiên bản web và phiên bản di động.
C_696789,蹲一个答案,蹲答案,1.0,Hãy cho tôi một câu trả lời
C_696789,哪里能下载到课件呢,下载课件,1.0,Tôi có thể tải xuống chương trình học ở đâu?
C_696789,不知道课堂暗号,知道课堂暗号,1.0,Không biết mật khẩu lớp học
C_696789,检出8000篇然后呢没有了你能看完,检出8000篇没有完,1.0,Kiểm tra 8.000 bài viết và sau đó không có bài nào đọc hết được?
C_696789,集美们好,集美,1.0,Xin chào Jimei
C_696789,我们老师偷懒让我们来的,老师偷懒,1.0,Giáo viên của chúng tôi lười biếng và yêu cầu chúng tôi đến
C_696789,打卡,打卡,1587.0,Đăng ký vào
C_696789,皖医的,皖医,1.0,Y khoa An Huy
C_696789,吴凡到此一游,吴凡到此一游,2.0,Ngô Phàm tới đây thăm quan
C_696789,课程不能一次性全刷完差评差评,课程不能一次性全刷完差评差评,1.0,Khóa học không thể được hoàn thành trong một lần.
C_696789,刚刚从2020那里过来的,刚刚2020过来,1.0,Mới về từ 2020
C_696789,卡打,卡打,4.0,mắc kẹt
C_696789,一楼头像好骚啊,一楼头像好骚,1.0,Avatar tầng 1 sexy quá
C_696789,我是老熊,老熊,1.0,Tôi là Lão Hùng
