course_id,text,filtered_text,count
C_696787,biu,biu,1.0
C_696787,优秀,优秀,1.0
C_696787,太六了,太六,1.0
C_696787,老师讲的很精简,老师讲精简,1.0
C_696787,学到了,学到,3.0
C_696787,厉害了,厉害,1.0
C_696787,这章讲的比较有意思,这章讲比较有意思,1.0
C_696787,真好,真,1.0
C_696787,很好懂,懂,1.0
C_696787,好棒,好棒,1.0
C_696787,量大,量,1.0
C_696787,好好听,好好听,1.0
C_696787,太棒了如果全学会我觉得期末我能考100了耶,太棒了全学会觉得期末我能考100耶,1.0
C_696787,真厉害太棒了无敌呀偷学了一手我太满足了,真厉害太棒了无敌偷学一手太满足,1.0
C_696787,谢谢出的课程这让我们有了重新认识自己不足的机会发现了世界的美我一定努力学习报效祖国,谢谢出课程重新认识不足机会发现世界美一定努力学习报效祖国,1.0
C_696787,好看好看热力学也太妙了,好看好看热力学太妙了,1.0
C_696787,感觉又学到了,感觉学到,1.0
C_696787,总结的很好呀,总结,1.0
C_696787,对熵这个概念不像以前那么模糊了,熵概念不像以前模糊,1.0
C_696787,赞同,赞同,1.0
C_696787,讲的很好,讲,1.0
C_696787,进一步了解了工程热力学,进一步了解工程热力学,1.0
C_696787,晓得了,晓得,1.0
C_696787,讲的很好谢谢老师,讲谢谢老师,2.0
C_696787,清晰易懂,清晰易懂,1.0
C_696787,讲解例子理解好,讲解例子理解,1.0
C_696787,有人看了吗,有人,1.0
C_696787,打卡,打卡,63.0
C_696787,有人吗,有人,1.0
C_696787,平翘不分,平翘不分,1.0
C_696787,你们好快哦,你们好快,1.0
C_696787,有没有材控专业的小伙伴,有没有材控专业小伙伴,1.0
C_696787,燃油的焓与燃油的热值是什么关系,燃油焓燃油热值关系,1.0
C_696787,老师我想请教一下60摄氏度的湿热汽体通入60摄氏度的热水出来的是,老师想请教一下60摄氏度湿热汽体通入60摄氏度热水,1.0
C_696787,滴滴,滴滴,2.0
C_696787,讲的真好,讲真,1.0
C_696787,看不了,不了,1.0
C_696787,提醒a是真空表另外建议学习一下工程热力学精要与题解中类似的习题例如17,提醒a真空表建议学习一下工程热力学精要题解类似习题17,1.0
C_696787,这应该是湿空气的问题建议学习下的第九章中的湿空气相关内容,应该湿空气问题建议学习第九章湿空气相关内容,1.0
C_696787,能源的转换,能源转换,1.0
C_696787,我国能源消耗较为严重,我国能源消耗较为严重,1.0
C_696787,了解了什么是热力系统以及热力系统的分类,了解热力系统热力系统分类,1.0
C_696787,平衡状态的定义以及其他不同的平衡状态,平衡状态定义不同平衡状态,1.0
C_696787,可逆过程分为完全可逆以及内部可逆而外部不可逆,可逆过程分为完全可逆内部可逆外部可逆,1.0
C_696787,功的表达方式以及计算公式,功表达方式计算公式,1.0
C_696787,循环推出正循环与逆循环的定义以及工作状况,循环推出正循环逆循环定义工作状况,1.0
C_696787,0基础听3遍才听懂,0基础听3遍才听懂,1.0
C_696787,了解什么是理想状态以及计算方程,了解理想状态计算方程,1.0
C_696787,在哪买教材只能买到习题测,买教材只能买习题测,1.0
C_696787,理想气体状态下内能焓熵之间的关系,理想气体状态内能焓熵之间关系,1.0
C_696787,了解多变过程与基本过程之间是如何转换,了解多变过程基本过程之间转换,1.0
C_696787,压气机的分类以及各自的特点,压气机分类特点,1.0
C_696787,分析压缩机中压缩的过程,分析压缩机压缩过程,2.0
C_696787,回顾热力学第一定律的定义了解热力学第二定律自发过程,回顾热力学第一定律定义了解热力学第二定律自发过程,1.0
C_696787,热力学第二定律的定义以及热力学第一定律与第二定律的区别,热力学第二定律定义热力学第一定律第二定律区别,1.0
C_696787,后面的内容在下,后面内容,1.0
C_696787,熵变以及熵的循环积分,熵变熵循环积分,1.0
C_696787,熵变不可逆过程引射出的熵流与熵产,熵变可逆过程引射出熵流熵产,1.0
C_696787,孤立系统的熵增原理只会增加或不变不会减小,孤立系统熵增原理只会增加不变不会减小,1.0
C_696787,判断可逆过程的熵变与可逆过程的熵变之间的关系,判断可逆过程熵变可逆过程熵变之间关系,1.0
C_696787,加油,加油,1.0
C_696787,因为工程热力学精要与题解中有详细的习题解答故没有专门的作业讲解,工程热力学精要题解中有详细习题解答没有专门作业讲解,1.0
C_696787,老师讲的真好简单易懂要是期末考前看了多好,老师讲真简单易懂期末考前,1.0
C_696787,好多次看吴老师的视频真是非常遗憾没有跟着老师在清华学习,多次吴老师视频真是非常遗憾没有跟着老师清华学习,1.0
C_696787,期末考试的救命稻草啊,期末考试救命稻草,1.0
C_696787,经朋友推荐很喜欢,朋友推荐喜欢,1.0
C_696789,怎么拿评论分啊啊啊啊,评论啊啊啊,1.0
C_696789,问一下老师,问一下老师,1.0
C_696789,网页版和手机版视频进度不同啊嘤,网页版手机版视频进度不同嘤,1.0
C_696789,蹲一个答案,蹲答案,1.0
C_696789,哪里能下载到课件呢,下载课件,1.0
C_696789,不知道课堂暗号,知道课堂暗号,1.0
C_696789,检出8000篇然后呢没有了你能看完,检出8000篇没有完,1.0
C_696789,集美们好,集美,1.0
C_696789,我们老师偷懒让我们来的,老师偷懒,1.0
C_696789,打卡,打卡,1587.0
C_696789,皖医的,皖医,1.0
C_696789,吴凡到此一游,吴凡到此一游,2.0
C_696789,课程不能一次性全刷完差评差评,课程不能一次性全刷完差评差评,1.0
C_696789,刚刚从2020那里过来的,刚刚2020过来,1.0
C_696789,卡打,卡打,4.0
C_696789,一楼头像好骚啊,一楼头像好骚,1.0
C_696789,我是老熊,老熊,1.0
C_696789,可以都是今天来打的卡,今天卡,1.0
C_696789,卡是谁,卡是,1.0
C_696789,第一天打卡,第一天打卡,1.0
C_696789,有趣有趣,有趣有趣,1.0
C_696789,打个卡,打个卡,2.0
C_696789,打卡打卡,打卡打卡,3.0
C_696789,盯打卡,盯打卡,1.0
C_696789,打卡1,打卡1,1.0
C_696789,打开,打开,5.0
C_696789,打卡2,打卡2,2.0
C_696789,豁化,豁化,1.0
C_696789,打卡3,打卡3,3.0
C_696789,冒泡,冒泡,2.0
C_696789,有毛用,毛用,1.0
C_696789,发这题看不懂,发这题看不懂,1.0
C_696789,大咖,咖,1.0
C_696789,证明我来过,证明我来,1.0
C_696789,看不了呀,不了,1.0
C_696789,卡是谁你们怎么讨厌他,卡是讨厌,1.0
C_696789,难道看人品,难道人品,1.0
C_696789,果然人品好的看不了呀,人品不了,1.0
C_696789,大四老学姐终于下定决心认真学习文献检索,大四老学姐终于下定决心认真学习文献检索,1.0
C_696789,现在的维普和老师讲的都不一样了不更新更新吗,现在维普老师讲更新更新,1.0
C_696789,打卡是什么意思,打卡意思,1.0
C_696789,打卡吗,打卡,1.0
C_696789,好多人真热闹,好多人真热闹,1.0
C_696789,打打卡,打卡,1.0
C_696789,我要打卡,我要打卡,1.0
C_696789,许福悦,许福悦,1.0
C_696789,二重唱,二重唱,1.0
C_696789,我来啦,我来,1.0
C_696789,看完了,完,1.0
C_696789,又是元气满满的一天打卡,元气满满的一天打卡,1.0
C_696789,打卡机,打卡机,1.0
C_696789,黄如何在cbm中查找黄疸中西医结合疗法并发表在医学前沿的文献有同学知道么,黄cbm查找黄疸中西医结合疗法发表医学前沿文献同学知道,1.0
C_696789,一脸懵,一脸懵,1.0
C_696789,d打卡,d打卡,1.0
C_696789,看不了啊,不了,1.0
C_696789,打卡加一,打卡加一,2.0
C_696789,为啥ppt这么不清楚啊怎么看,为啥ppt清楚,1.0
C_696789,好好学习,好好学习,1.0
C_696789,好好休息,好好休息,1.0
C_696800,设置比赛或激励机制然后做好带头作用首先打开话题阐明自己的观点请大家互相来找缺点挑刺提出异议,设置比赛激励机制做好带头作用打开话题阐明观点互相找缺点挑刺提出异议,1.0
C_696800,思路清晰口齿伶俐,思路清晰口齿伶俐,1.0
C_696800,与领导沟通中可能存在身份悬殊不利于观点和意识的充分表达有些事情有所保留通过换位思考强调对事不对人从总体出发考虑做好充分沟通,领导沟通可能存在身份悬殊不利于观点意识充分表达事情有所保留换位思考强调对事总体出发考虑做好充分沟通,1.0
C_696800,平常要维护好和下属的关系靠业务能力和管理能力建立自己的威信沟通的时候就事论事先肯定工作成绩再支出需要改进的地方,平常维护下属关系业务能力管理能力建立威信沟通就事论事先肯定工作成绩支出需要改进地方,1.0
C_696800,气氛的调节诙谐幽默语言先表达自己观点可利用头脑风暴思路来缓解其中的压力,气氛调节诙谐幽默语言先表达观点利用头脑风暴思路缓解压力,1.0
C_696800,平和沟通善于分析思考多站在对方角度考虑问题,平和沟通善于分析思考多站角度考虑问题,1.0
C_696800,总结给出建议分点描述理由,总结给出建议分点描述理由,1.0
C_696800,自信有针对性,自信针对性,1.0
C_696800,靡不有初鲜克有终,靡不有初鲜克有终,1.0
C_696800,就事论事事实说话对事不对人,就事论事事实说话对事,1.0
C_696800,有型职业装不仅可以树立服务人员和企业良好的形象更可以塑造受客户欢迎的服务规范和服务技巧能让服务人员在和客户交往中赢得理解好感和信任,有型职业装树立服务人员企业良好形象塑造受客户欢迎服务规范服务技巧服务人员客户交往赢得理解好感信任,1.0
C_696800,首先不能进行攻击沉着冷静就事论事表达事件观点时不要掺杂别的情绪在与对方沟通时要适当肯定对方可取之处然后再表达自己的想法同时也要善于了解沟通对象选择适当的沟通方式,不能进行攻击沉着冷静就事论事表达事件观点不要掺杂情绪沟通时要适当肯定可取之处表达想法善于了解沟通对象选择适当沟通方式,1.0
C_696800,1积极引导可以特地询问某位成员发表一下看法和意见有时候成员沉默只是不想参与大家的激烈讨论2给成员们梳理思绪和组织语言的时间3适时活跃气氛可以开一个小玩笑或者用有趣的小故事引出接下来的话题大家更感兴趣就会更想参与话题的讨论了,1积极引导特地询问某位成员发表一下看法意见有时候成员沉默不想参与激烈讨论2成员梳理思绪组织语言时间3适时活跃气氛开玩笑有趣故事引出接下来话题感兴趣想参与话题讨论,1.0
