course_id,text,filtered_text,count
C_932179,太好了非常有用,太好了非常有用,1.0
C_932179,1tau蛋白是含量最高的微管相关蛋白tau蛋白基因位于17染色体长臂tau蛋白位于神经细胞中正常脑中tau蛋白的细胞功能是与微管蛋白结合促进其聚合形成微管与形成的微管结合维持微管稳定性降低微管蛋白分子的解离并诱导微管成束缠结会导致突触蛋白失去功能以及脑神经退行性病变2taupet是正电子断层扫描成像技术它能加快阿尔茨海默氏症的临床试验并改善个性化患者护理,最高 相关 位于 位于 结合 促进 聚合 形成 形成 结合 维持 降低 解离 成束 缠结 导致 失去 病变 成像 加快 改善,20.0
C_932179,老师讲的很好很棒,老师讲很棒,1.0
C_932179,tau蛋白,tau蛋白,1.0
C_932179,这个进度显示条真的很优秀我都看了三遍了进度条就是满不了,进度显示条真的优秀三遍进度条满不了,1.0
C_932179,讲的也忒好了,讲忒,1.0
C_932179,牛排,牛排,1.0
C_932179,b图的转录活性高因为a图的异染色质含量大于b图而b图常染色质含量大于a图常染色质因为压缩程度低相对于伸展状态转录活性高异染色质因为螺旋程度高处于凝聚状态转录活性低故b图转录活性较a图高,b图转录活性高a图异染色质含量大于b图而b图常染色质含量大于a图常染色质压缩程度低相对伸展状态转录活性高异染色质螺旋程度高处于凝聚状态转录活性低故b图转录活性a图高,1.0
C_932179,讲的真好,讲真,1.0
C_932179,老师棒棒哒,老师棒棒哒,2.0
C_932179,认真复习,认真复习,1.0
C_932179,成皮浩,成皮浩,1.0
C_932179,位于tau蛋白基因位于17染色体长臂tau蛋白是含量最高的微管相关蛋白正常脑中tau蛋白的细胞功能是与微管蛋白结合促进其聚合形成微管与形成的微管结合维持微管稳定性降低微管蛋白分子的解离并诱导微管成束容易得老年痴呆,位于tau蛋白基因位于17染色体长臂tau蛋白含量最高微管相关蛋白正常脑中tau蛋白细胞功能微管蛋白结合促进聚合形成微管形成微管结合维持微管稳定性降低微管蛋白分子解离诱导微管成束容易老年痴呆,2.0
C_932179,其实我觉得还ok啦,其实觉得ok,1.0
