course_id,text,filtered_text,count
C_674950,经济地理学是研究经济活动区位空间组织及其与地理环境相互关系的学科包括经济活动的内容经济活动区位经济活动空间组织经济活动与环境的关系,经济地理学研究经济活动区位空间组织地理环境相互关系学科包括经济活动内容经济活动区位经济活动空间组织经济活动环境关系,1.0
C_674950,是两者的结合,结合,1.0
C_674950,所谓农地的三权是指所有权承包权经营权也就是说原来的承包经营权一分为二了承包权还是归农民经营权可以流转经营权可以流转给非农户,所谓农地三权指所有权承包权经营权也就是说原来承包经营权一分为二承包权农民经营权流转经营权流转农户,2.0
C_674950,我觉得这是有好处的三权分置创新产生于农村土地承包实践服务于农业经营制度创新与农业现代化建设推进三权分置目的是通过落实集体所有权稳定农户承包权放活土地经营权推动形成集体所有家庭承包多元经营的新型农业经营机制进一步巩固和完善农村基本经营制度加快实现农业现代化,觉得好处三权分置创新产生农村土地承包实践服务农业经营制度创新农业现代化建设推进三权分置目的落实集体所有权稳定农户承包权放活土地经营权推动形成集体所有家庭承包多元经营新型农业经营机制进一步巩固完善农村基本经营制度加快实现农业现代化,1.0
C_674950,资本追逐劳动力可以缩小地区差距但是牺牲了投资的效率后者是工业化和城镇化相吻合的道路,资本追逐劳动力缩小地区差距牺牲投资效率工业化城镇化相吻合道路,1.0
C_674950,广西百色有铝冶炼和铝加工的产业集群形成原因是基于这个地区所丰富的铝土资源但是这个集群产业链条还不够丰富其中原因可能是因为远离市场远离技术,广西百色铝冶炼铝加工产业集群形成原因地区丰富铝土资源集群产业链条不够丰富原因可能是因为远离市场远离技术,1.0
C_674950,经济地理学是以地理为基础研究经济发展规律促进策略和构建竞争优势的学科或思维而经济发展某种程度来说就是人与环境抗争的过程,经济地理学地理基础研究经济发展规律促进策略构建竞争优势学科思维经济发展某种程度环境抗争过程,1.0
C_674950,是经济学和地理学的融合吧从地理的角度分析经济现象经济规律和经济对策,经济学地理学融合地理角度分析经济现象经济规律经济对策,1.0
C_674950,三权分立是我国公有制下的产物当我国成城乡改革进入到一定的深度二元化变为一体之后三权会往二权转变在当下的三权分立体系有利于激活土地的经营效率农民的生存基础和国家的公有制体系的维持,三权分立我国公有制产物我国成城乡改革进入一定深度二元化变为一体之后三权会往二权转变当下三权分立体系有利于激活土地经营效率农民生存基础国家公有制体系维持,1.0
C_674950,是挣大钱的需要,挣大钱需要,1.0
C_674950,讲的好多看看,讲好多看看,1.0
C_674950,女老师讲的很棒,女老师讲很棒,1.0
C_674950,能跟老师视频连线吗,老师视频连线,1.0
C_674950,需要看些什么书和名著呢,需要看些书名著,1.0
C_674950,我的生活中好多这样的新闻,生活好多新闻,1.0
C_674950,好好的有收获,好好收获,1.0
C_674950,还要多学习,学习,1.0
C_674950,我的想法太多了,想法太多,1.0
C_674950,要注重投资驱动也需要特别关注投资结构和投资质量,注重投资驱动需要特别关注投资结构投资质量,1.0
C_674950,跟产业阶段经济周期世界格局等相关不完全可控,产业阶段经济周期世界格局相关完全可控,1.0
C_674950,跟胡庸线一样具有客观特点,胡庸线具有客观特点,1.0
C_674950,我觉得很难因为芬兰在游戏技术游戏客户游戏数据和游戏政策方面目前没有任何优势一次游戏开发的成功不等于每次都成功,觉得很难芬兰游戏技术游戏客户游戏数据游戏政策方面目前没有优势一次游戏开发成功等于每次成功,1.0
C_674950,服装设计宗教文化等形象很深,服装设计宗教文化形象很深,1.0
C_674950,产业集群,产业集群,1.0
C_674950,计划引导支持和约束特别是产业政策招商引资市场开拓方面,计划引导支持约束特别产业政策招商引资市场开拓方面,1.0
C_674950,创新的空间企业集群与区域发展,创新空间企业集群区域发展,1.0
C_674950,美国的多中心呈现比较差异化创新特点中国多中心的创新性不足对中心外的集聚和掠夺现象比较严重牺牲了集群带动和区域带动能力,美国中心呈现比较差异化创新特点中国中心创新性不足中心外集聚掠夺现象比较严重牺牲集群带动区域带动能力,1.0
C_674950,互联网思维是基于规模和平台化移动互联网是基于即时和用户体验,互联网思维规模平台化移动互联网即时用户体验,1.0
C_674950,大企业与政府之间是相爱相杀,企业政府之间相爱相杀,1.0
C_674950,企业起步阶段多元产品结构政府需求订单技术标准垄断创新发展能力等,企业起步阶段多元产品结构政府需求订单技术标准垄断创新发展能力,1.0
C_674950,具有阶段性局限性,具有阶段性局限性,1.0
C_674950,工作与生活是两个方面交通等只是生活的一部分,工作生活两个方面交通生活一部分,1.0
C_674950,福特与中国企业合资生产的汽车也不再少数福特在华工厂与合作商的工厂间有关系吗,福特中国企业合资生产汽车不再少数福特华工厂合作商工厂间关系,1.0
C_674950,保定围绕华北电力大学发展电力设备制造和新能源相关产业,保定围绕华北电力大学发展电力设备制造新能源相关产业,1.0
