course_id,text,filtered_text,count
C_735283,老师讲解内容很实用非常感谢,老师讲解内容实用非常感谢,1.0
C_735283,播放不了,播放不了,1.0
C_735283,同问,同问,1.0
C_735283,打卡,打卡,176.0
C_735283,老师好棒,老师好棒,1.0
C_735283,我left函数试了好多遍公式一模一样返回值都是an结果百度才知道left出来的值是文本的直接用不了前面还要加上变成数字vlookup才能生效,left函数试好多遍公式一模一样返回值an百度知道left值文本直接不了前面加上变成数字vlookup生效,1.0
C_735283,打开卡,打开卡,1.0
C_735283,ka,ka,1.0
C_735283,老师这个答案是错的吧,老师答案错,1.0
C_735283,打不开,打不开,1.0
C_735283,没有,没有,1.0
C_735283,输入不对啊,输入,1.0
C_735283,excrl,excrl,1.0
C_735283,ctrl键的,ctrl键,1.0
C_735283,打开,打开,2.0
C_735283,卡打,卡打,1.0
C_735283,老师你是怎么实现输入if函数之后再用or函数插进去的呢是要点击另外一个空格么,老师实现输入if函数之后再用or函数插进去点击空格,1.0
C_735283,打什么卡,卡,1.0
C_735283,打卡完成,打卡完成,1.0
C_735283,学习到了多个工作表的同时操作,学习多个工作表操作,1.0
C_735283,请问老师如何获得素材,请问老师获得素材,1.0
C_735283,学到了,学到,1.0
C_735283,坚持,坚持,1.0
C_735283,大卡,大卡,1.0
C_735283,知道了如何新建工作表以及工作表的结构,知道新建工作表工作表结构,1.0
C_735283,学到了如何进行特殊字符的输入和数据有效性设置,学到进行特殊字符输入数据有效性设置,1.0
C_735283,了解到如何将符合条件的单元格显示出来,了解符合条件单元格显示,1.0
C_735283,学到了excel的公式和函数的基本知识和单元格的引用,学到excel公式函数基本知识单元格引用,1.0
C_735283,学会了if函数与条件格式运用,学会if函数条件格式运用,1.0
C_735283,了解并掌握了信息函数,了解掌握信息函数,1.0
C_735283,知道了数组函数的应用,知道数组函数应用,1.0
C_735283,学会了引用函数的应用,学会引用函数应用,1.0
C_735283,认识了常用文本函数,认识常用文本函数,1.0
C_735283,学习了日期函数时间相关函数,学习日期函数时间相关函数,1.0
C_735283,了解并掌握了排序函数和排序功能,了解掌握排序函数排序功能,1.0
C_735283,学会了如何进行数据的筛选,学会进行数据筛选,1.0
C_735283,学会了应用高级筛选提取不重复数据,学会应用高级筛选提取重复数据,1.0
C_735283,学会了建立和编辑图表和各种图表类型,学会建立编辑图表图表类型,1.0
C_735283,学会了如何进行表格的打印设置,学会进行表格打印设置,1.0
C_735283,加油,加油,4.0
C_735283,随机函数,随机函数,1.0
C_735283,打卡打卡,打卡打卡,2.0
C_735283,学到很多,学到很多,1.0
C_735283,又来打卡,打卡,1.0
C_735283,老师讲的特别好,老师讲特别,1.0
C_735283,老师可以给素材嘛,老师素材,1.0
C_735283,请问有要到嘛可以分享给我嘛,请问有要分享,1.0
C_735283,老师excel高级应用这门课学分是多少阿,老师excel高级应用这门课学分,1.0
C_735283,excel高级应用的学分是多少阿,excel高级应用学分,1.0
C_735288,系统的生死关,系统生死关,1.0
C_735288,生命人格尊严,生命人格尊严,1.0
C_735288,只想从容优雅的享受天年之后在说,只想从容优雅享受天年之后,1.0
C_735288,希望这个现象的改变能从自己做起将临终之人也视为正常人,希望现象改变做起临终之人视为正常人,1.0
C_735288,对待疾病心累适应能力很重要,疾病心累适应能力重要,1.0
C_735288,多多陪伴父母了,多多陪伴父母,1.0
C_735288,生与死是矛盾统一的辩证关系既对立又相关有时也是此消彼长的关系人对生死的欲求收到外因的影响生的不快时便想到死恐惧死亡时便追求生因此正确看待生死有意义的生有价值的死做到不负生不畏死才能追求优生优死的完美价值,生与死矛盾统一辩证关系对立相关此消彼长关系人生死欲求收到外因影响生不快便想到死恐惧死亡便追求生正确看待生死意义生有价值死做到不负生不畏死追求优生优死完美价值,1.0
C_735288,战争与和平希望永久和平,战争和平希望永久和平,1.0
C_735288,将临终者视为人是对生命本体的尊重和对死亡必然的敬畏是正确生死观的本质要求死亡是每个人都要面对和经历的必然过程一个人只有做到将临终者视为人才说明拥有了正确的生死价值观才能正确对待死亡,临终视为生命本体尊重死亡必然敬畏正确生死观本质要求死亡每个面对经历必然过程做到临终视为人才说明拥有正确生死价值观正确对待死亡,1.0
C_735288,孝顺父母是个体对待他人生死的最好表达孝顺父母不因生命的疾病衰老而厌恶是对生命的尊重和正确认识同样孝顺父母会让我们不因死亡而有所遗憾,孝顺父母个体生死最好表达孝顺父母生命疾病衰老厌恶生命尊重正确认识同样孝顺父母死亡有所遗憾,1.0
C_735288,生活在一个好时代了,生活时代,1.0
C_735288,人类也就是高级动物,人类高级动物,1.0
C_735288,支持殡葬改革,支持殡葬改革,1.0
C_735288,思想要变化多加强这方面的教育从小就开始,思想变化加强这方面教育从小,1.0
C_735288,社会进步,社会进步,1.0
C_735288,自杀一个很复杂的系统现像,自杀复杂系统现,1.0
