course_id,text,filtered_text,count,text_vi
C_948419,期待更新,期待更新,1.0,Mong nhận được thông tin cập nhật
C_948419,老师快快更自我隔离期间特别需要您,老师快快自我隔离期间特别需要,1.0,"Thưa thầy, xin vui lòng cập nhật. Chúng tôi cần thầy đặc biệt trong thời gian tự cách ly."
C_948419,涨知识谢谢老师,涨知识谢谢老师,1.0,"Kiến thức được nâng cao, cảm ơn thầy"
C_948419,为什么后期不再使用异化这一概念与之对应的概念是什么,后期不再使用异化这一概念对应概念,1.0,Tại sao khái niệm tha hóa không còn được sử dụng ở thời kỳ sau nữa? Khái niệm tương ứng là gì?
C_948419,特别有感染力想一直听下去,特别感染力想一直听下去,1.0,Nó dễ lây lan đến mức tôi muốn tiếp tục nghe nó.
C_948419,老师好,老师,2.0,Chào thầy
C_948419,清晰明确受教了,清晰明确受教,1.0,"Dạy rõ ràng, rõ ràng"
C_948419,物化的过程让人们不在快乐的劳动而是痛苦的工作,物化过程快乐劳动痛苦工作,1.0,Quá trình vật chất hóa khiến con người không còn làm việc vui vẻ mà làm việc đau đớn
C_948419,通读历史与阶级意识再答题,通读历史阶级意识答题,1.0,Đọc qua lịch sử và ý thức giai cấp rồi trả lời câu hỏi
C_948419,太棒了,太棒了,1.0,tuyệt vời
C_948419,批判是不可能的批判只是一个文化完成之后的效果实现这个效果最好的方式首要的甚至也几乎是唯一的就是描述所以最后夏老师会说阿多尔诺用描述来批判而描述是跟艺术的自由表达最紧密相连接着的从这个纬度开始怎样又开启对于工业化的文化的批判呢一路听到这里第一次发言,批判可能批判文化完成之后效果实现效果最好方式首要几乎唯一描述最后夏老师阿多尔诺描述批判描述艺术自由表达紧密相连纬度开启工业化文化批判一路听到第一次发言,1.0,"Phê bình là không thể. Phê bình chỉ là hiệu quả sau khi hoàn thành một nền văn hóa, cách tốt nhất để đạt được hiệu quả này là cách mô tả đầu tiên và gần như duy nhất, vì vậy cuối cùng, thầy Hạ sẽ nói rằng Adorno dùng mô tả để phê phán. và mô tả có liên quan đến nghệ thuật. Làm thế nào chúng ta có thể bắt đầu từ vĩ độ này để phê phán nền văn hóa công nghiệp hóa?"
