course_id,text,filtered_text,count,text_vi
C_735283,老师讲解内容很实用非常感谢,老师讲解内容实用非常感谢,1.0,Nội dung thầy giảng rất thiết thực. Cảm ơn thầy rất nhiều.
C_735283,播放不了,播放不了,1.0,không thể chơi
C_735283,同问,同问,1.0,Câu hỏi tương tự
C_735283,打卡,打卡,176.0,Đăng ký vào
C_735283,老师好棒,老师好棒,1.0,Thầy thật tuyệt vời
C_735283,我left函数试了好多遍公式一模一样返回值都是an结果百度才知道left出来的值是文本的直接用不了前面还要加上变成数字vlookup才能生效,left函数试好多遍公式一模一样返回值an百度知道left值文本直接不了前面加上变成数字vlookup生效,1.0,Tôi đã thử hàm bên trái nhiều lần và công thức hoàn toàn giống nhau. nó thành một số vlookup để có hiệu lực.
C_735283,打开卡,打开卡,1.0,mở thẻ
C_735283,ka,ka,1.0,ka
C_735283,老师这个答案是错的吧,老师答案错,1.0,Câu trả lời của thầy có sai không?
C_735283,打不开,打不开,1.0,Không thể mở
C_735283,没有,没有,1.0,KHÔNG
C_735283,输入不对啊,输入,1.0,Nhập sai
C_735283,excrl,excrl,1.0,exrl
C_735283,ctrl键的,ctrl键,1.0,phím ctrl
C_735283,打开,打开,2.0,Mở
C_735283,卡打,卡打,1.0,mắc kẹt
C_735283,老师你是怎么实现输入if函数之后再用or函数插进去的呢是要点击另外一个空格么,老师实现输入if函数之后再用or函数插进去点击空格,1.0,"Thầy ơi, thầy thực hiện hàm if rồi dùng hàm or để chèn vào có cần click vào chỗ trống khác không?"
C_735283,打什么卡,卡,1.0,Đánh thẻ gì?
C_735283,打卡完成,打卡完成,1.0,Kiểm tra và hoàn thành
C_735283,学习到了多个工作表的同时操作,学习多个工作表操作,1.0,Học cách thao tác nhiều bảng tính cùng một lúc
C_735283,请问老师如何获得素材,请问老师获得素材,1.0,Cho em hỏi thầy cách lấy tài liệu được không ạ?
C_735283,学到了,学到,1.0,đã học
C_735283,坚持,坚持,1.0,kiên trì
C_735283,大卡,大卡,1.0,Thẻ lớn
C_735283,知道了如何新建工作表以及工作表的结构,知道新建工作表工作表结构,1.0,Biết cách tạo một bảng tính mới và cấu trúc của bảng tính
C_735283,学到了如何进行特殊字符的输入和数据有效性设置,学到进行特殊字符输入数据有效性设置,1.0,Đã học cách nhập các ký tự đặc biệt và đặt cài đặt tính hợp lệ của dữ liệu
C_735283,了解到如何将符合条件的单元格显示出来,了解符合条件单元格显示,1.0,Tìm hiểu cách hiển thị các ô đáp ứng điều kiện
C_735283,学到了excel的公式和函数的基本知识和单元格的引用,学到excel公式函数基本知识单元格引用,1.0,"Đã học kiến ​​thức cơ bản về các công thức, hàm Excel và tham chiếu ô"
C_735283,学会了if函数与条件格式运用,学会if函数条件格式运用,1.0,Đã học cách sử dụng hàm if và định dạng có điều kiện
C_735283,了解并掌握了信息函数,了解掌握信息函数,1.0,Hiểu và nắm vững chức năng thông tin
C_735283,知道了数组函数的应用,知道数组函数应用,1.0,Biết ứng dụng của hàm mảng
C_735283,学会了引用函数的应用,学会引用函数应用,1.0,Tìm hiểu ứng dụng của hàm tham chiếu
C_735283,认识了常用文本函数,认识常用文本函数,1.0,Hiểu các hàm văn bản thông dụng
C_735283,学习了日期函数时间相关函数,学习日期函数时间相关函数,1.0,Đã học các hàm ngày và các hàm liên quan đến thời gian
C_735283,了解并掌握了排序函数和排序功能,了解掌握排序函数排序功能,1.0,"Hiểu và nắm vững các hàm sắp xếp, hàm sắp xếp"
C_735283,学会了如何进行数据的筛选,学会进行数据筛选,1.0,Đã học cách lọc dữ liệu
