course_id,text,filtered_text,count,text_vi
C_680993,收到,收到,1.0,nhận được
C_680993,优秀老师优秀课程,优秀老师优秀课程,1.0,Giáo viên xuất sắc và các khóa học xuất sắc
C_680993,亲切优秀,亲切优秀,1.0,Thân thiện và xuất sắc
C_680993,亲切优秀,亲切优秀,1.0,Thân thiện và xuất sắc
C_680993,我希望我们的生活中的建筑在满足专业设计的基础上有更多的便利性和美感,希望生活建筑满足专业设计基础便利性美感,1.0,Tôi hy vọng rằng các công trình trong cuộc sống của chúng ta sẽ tiện nghi và đẹp hơn trên cơ sở thiết kế chuyên nghiệp.
C_680993,很多工程事故发生的深层原因是我们现代社会人太过急功近利浮躁享乐让人缺乏敬畏之心对自己对他人对所从事的任何事情都缺少敬畏之心,很多工程事故发生深层原因现代社会人太过急功近利浮躁享乐缺乏敬畏之心从事事情缺少敬畏之心,1.0,"Nguyên nhân sâu xa của nhiều tai nạn kỹ thuật là con người trong xã hội hiện đại quá háo hức đạt được thành công nhanh chóng, nóng nảy và ham mê lạc thú, khiến con người thiếu tôn trọng bản thân, người khác và mọi việc họ làm."
C_680993,长知识啊,长知识,1.0,Tích lũy kiến ​​thức
C_680993,龙凤园停车场是密肋楼盖,龙凤园停车场密肋楼盖,1.0,Bãi đậu xe Lung Fung Yuen là một tòa nhà có gân dày đặc
C_680993,长知识了同时告诉人们工程质量思想上要极为重视在工作中增强责任心避免人为因素造成事故,长知识告诉工程质量思想上要极为重视工作增强责任心避免人为因素造成事故,1.0,"Đồng thời, tôi học được rằng mọi người nên chú trọng đến chất lượng công trình và nâng cao tinh thần trách nhiệm trong công việc để tránh những tai nạn do yếu tố con người gây ra."
C_680993,感觉又回去当学生了,感觉回去学生,1.0,Tôi cảm thấy như mình lại là sinh viên
C_680993,设计更多优秀建筑点缀美好生活空间,设计优秀建筑点缀美好生活空间,1.0,Thiết kế thêm những công trình tuyệt vời để tô điểm cho không gian sống đẹp
C_680993,开拓了视野,开拓视野,1.0,tầm nhìn mở rộng
C_680993,学习了,学习,1.0,đã học
C_680993,学习了,学习,1.0,đã học
C_680993,努力学习中,努力学习,1.0,Học tập chăm chỉ
C_680993,听过宋教授的课更加坚定了我回家盖楼的信心准备自己设计,听过宋教授课更加坚定回家盖楼信心准备设计,1.0,"Sau khi nghe lớp của giáo sư Song, tôi tự tin hơn khi về nhà xây dựng một tòa nhà và chuẩn bị tự thiết kế."
