course_id,text,filtered_text,count,text_vi
C_682439,打卡,打卡,1.0,Đăng ký vào
C_682440,挺好,挺,1.0,Tốt
C_682440,一般般,一般般,1.0,Tương tự
C_682440,不错,不错,1.0,Tốt
C_682440,进来了,进来,1.0,Đã đến
C_682440,老曲看多少了,老曲,1.0,Bạn đã xem bao nhiêu bài hát cũ rồi?
C_682440,系统崩溃了说,系统崩溃,1.0,Hệ thống bị lỗi cho biết
C_682440,航校的来打卡了2班的给我冲起来,航校打卡2班起来,1.0,Những người ở trường hàng không đến làm thủ tục và những người ở lớp 2 chạy đến chỗ tôi.
C_682440,范哥看了吗,范哥,1.0,"Anh Fan, anh đã thấy chưa?"
C_682440,我是刘家豫,刘家豫,1.0,Tôi là Lưu Gia Vũ
C_682440,潘潘,潘潘,1.0,chảo chảo
C_682440,垃圾系统老子都看几遍了老崩溃,垃圾系统老子几遍老崩溃,1.0,Tôi đã xem hệ thống rác này nhiều lần và nó liên tục gặp sự cố.
C_682440,王宝贝来打卡,王宝贝打卡,1.0,Bé Vương đến nhận phòng
C_682440,打卡,打卡,1.0,Đăng ký vào
C_682440,打卡第一天,打卡第一天,1.0,Kiểm tra ngày đầu tiên
C_682440,大家建个群把共同学习进步,建个群共同学习进步,1.0,Hãy lập nhóm để cùng nhau học hỏi và tiến bộ nhé
C_682440,牛逼,牛逼,1.0,Tuyệt vời
C_682440,主观题怎么写呢,主观题写,1.0,Cách viết câu hỏi chủ quan
C_682440,我带你们打,我带,1.0,Tôi sẽ đưa bạn đi chiến đấu
C_682440,各种给水方式的优缺点是什么,给水方式优缺点,1.0,Ưu điểm và nhược điểm của các phương pháp cấp nước khác nhau là gì?
C_682440,给水系统分类,给水系统分类,1.0,Phân loại hệ thống cấp nước
C_682440,给水系统的分类与组成,给水系统分类组成,1.0,Phân loại và thành phần của hệ thống cấp nước
C_682440,给水系统组成,给水系统组成,1.0,Thành phần hệ thống cấp nước
C_682440,给水系统分为生活给水系统生活给水系统市政消防给水系统,给水系统分为生活给水系统生活给水系统市政消防给水系统,1.0,"Hệ thống cấp nước được chia thành hệ thống cấp nước sinh hoạt, hệ thống cấp nước sinh hoạt và hệ thống cấp nước chữa cháy đô thị."
C_682440,很详细,详细,1.0,Rất chi tiết
C_682440,给水系统分为生活给水系统生活给水系统市政消防给水系统,给水系统分为生活给水系统生活给水系统市政消防给水系统,1.0,"Hệ thống cấp nước được chia thành hệ thống cấp nước sinh hoạt, hệ thống cấp nước sinh hoạt và hệ thống cấp nước chữa cháy đô thị."
C_682440,结课了,结课,1.0,Lớp học kết thúc
C_682440,棒棒,棒棒,1.0,Bangbang
C_682440,明白了,明白,1.0,đã hiểu
C_682440,撒花,撒花,1.0,rải hoa
C_682440,撒花,撒花,1.0,rải hoa
C_682440,撒花,撒花,1.0,rải hoa
