course_id,text,filtered_text,count,text_vi
C_674950,经济地理学是研究经济活动区位空间组织及其与地理环境相互关系的学科包括经济活动的内容经济活动区位经济活动空间组织经济活动与环境的关系,经济地理学研究经济活动区位空间组织地理环境相互关系学科包括经济活动内容经济活动区位经济活动空间组织经济活动环境关系,1.0,"Địa lý kinh tế là môn học nghiên cứu tổ chức không gian của các địa điểm hoạt động kinh tế và mối quan hệ của chúng với môi trường địa lý, bao gồm nội dung hoạt động kinh tế, địa điểm diễn ra các hoạt động kinh tế, tổ chức không gian của các hoạt động kinh tế và mối quan hệ giữa hoạt động kinh tế với môi trường."
C_674950,是两者的结合,结合,1.0,Đó là sự kết hợp của cả hai
C_674950,所谓农地的三权是指所有权承包权经营权也就是说原来的承包经营权一分为二了承包权还是归农民经营权可以流转经营权可以流转给非农户,所谓农地三权指所有权承包权经营权也就是说原来承包经营权一分为二承包权农民经营权流转经营权流转农户,2.0,"Cái gọi là ba quyền đất nông nghiệp bao gồm quyền sở hữu, quyền hợp đồng và quyền quản lý. Nói cách khác, quyền quản lý theo hợp đồng ban đầu vẫn thuộc về nông dân và quyền quản lý có thể được chuyển giao. được chuyển giao cho những người không phải là nông dân."
C_674950,我觉得这是有好处的三权分置创新产生于农村土地承包实践服务于农业经营制度创新与农业现代化建设推进三权分置目的是通过落实集体所有权稳定农户承包权放活土地经营权推动形成集体所有家庭承包多元经营的新型农业经营机制进一步巩固和完善农村基本经营制度加快实现农业现代化,觉得好处三权分置创新产生农村土地承包实践服务农业经营制度创新农业现代化建设推进三权分置目的落实集体所有权稳定农户承包权放活土地经营权推动形成集体所有家庭承包多元经营新型农业经营机制进一步巩固完善农村基本经营制度加快实现农业现代化,1.0,"Tôi cho rằng điều này có lợi. Việc đổi mới tách ba quyền ra đời từ thực tiễn khoán đất ở nông thôn. Nó phục vụ cho việc đổi mới hệ thống quản lý nông nghiệp và thúc đẩy hiện đại hóa nông nghiệp. Mục đích của việc tách ba quyền là nhằm ổn định quyền khoán của nông dân. thông qua việc thực hiện quyền sở hữu tập thể, giải phóng quyền quản lý đất đai và thúc đẩy hình thành quyền quản lý đất đai Cơ chế quản lý nông nghiệp mới theo hợp đồng hộ gia đình tập thể quản lý đa dạng củng cố và cải thiện hơn nữa hệ thống quản lý cơ bản ở nông thôn và đẩy nhanh quá trình hiện đại hóa nông nghiệp. ."
C_674950,资本追逐劳动力可以缩小地区差距但是牺牲了投资的效率后者是工业化和城镇化相吻合的道路,资本追逐劳动力缩小地区差距牺牲投资效率工业化城镇化相吻合道路,1.0,Việc theo đuổi lao động bằng vốn có thể thu hẹp khoảng cách giữa các khu vực nhưng lại ảnh hưởng đến hiệu quả đầu tư. Đây là con đường đi đôi với quá trình công nghiệp hóa và đô thị hóa.
C_674950,广西百色有铝冶炼和铝加工的产业集群形成原因是基于这个地区所丰富的铝土资源但是这个集群产业链条还不够丰富其中原因可能是因为远离市场远离技术,广西百色铝冶炼铝加工产业集群形成原因地区丰富铝土资源集群产业链条不够丰富原因可能是因为远离市场远离技术,1.0,"Cụm công nghiệp luyện nhôm và chế biến nhôm ở Baise, Quảng Tây được hình thành dựa trên nguồn tài nguyên bauxite dồi dào ở khu vực này. Tuy nhiên, chuỗi công nghiệp của cụm công nghiệp này chưa đủ phong phú, nguyên nhân có thể là do nằm xa thị trường. và tránh xa công nghệ."
C_674950,经济地理学是以地理为基础研究经济发展规律促进策略和构建竞争优势的学科或思维而经济发展某种程度来说就是人与环境抗争的过程,经济地理学地理基础研究经济发展规律促进策略构建竞争优势学科思维经济发展某种程度环境抗争过程,1.0,"Địa lý kinh tế là môn học hay tư duy nghiên cứu các quy luật phát triển kinh tế, đề ra các chiến lược và xây dựng lợi thế cạnh tranh dựa trên địa lý. Ở một mức độ nào đó, phát triển kinh tế là một quá trình đấu tranh giữa con người và môi trường."
C_674950,是经济学和地理学的融合吧从地理的角度分析经济现象经济规律和经济对策,经济学地理学融合地理角度分析经济现象经济规律经济对策,1.0,"Nó là sự kết hợp giữa kinh tế và địa lý. Nó phân tích các hiện tượng kinh tế, quy luật kinh tế và các biện pháp đối phó kinh tế từ góc độ địa lý."
C_674950,三权分立是我国公有制下的产物当我国成城乡改革进入到一定的深度二元化变为一体之后三权会往二权转变在当下的三权分立体系有利于激活土地的经营效率农民的生存基础和国家的公有制体系的维持,三权分立我国公有制产物我国成城乡改革进入一定深度二元化变为一体之后三权会往二权转变当下三权分立体系有利于激活土地经营效率农民生存基础国家公有制体系维持,1.0,"Sự phân chia ba quyền lực là một sản phẩm của hệ thống sở hữu công ở nước tôi. Khi cải cách thành thị và nông thôn ở nước tôi đi vào một chiều sâu nhất định của sự phân đôi và trở thành một, ba quyền lực sẽ chuyển thành hai quyền lực hiện nay. để nâng cao hiệu quả quản lý đất đai và sự sống còn của nông dân. Xây dựng và duy trì hệ thống sở hữu công của đất nước."
C_674950,是挣大钱的需要,挣大钱需要,1.0,Đó là nhu cầu kiếm được số tiền lớn
