course_id,text,filtered_text,count,text_vi
C_819290,多次练习,多次练习,1.0,luyện tập nhiều lần
C_819290,能很好防范学生作弊处分利用,防范学生作弊处分利用,1.0,Có thể ngăn chặn rất tốt việc học sinh gian lận và trừng phạt
C_819290,注意选题的实用价值选择具有现实意义的题目,注意选题实用价值选择具有现实意义题目,1.0,Chú ý đến giá trị thực tiễn của việc lựa chọn đề tài và lựa chọn những đề tài có ý nghĩa thực tiễn
C_819290,免费网站图书馆贴吧百度文库知网等,免费网站图书馆贴百度文库知网,1.0,"Các trang web, thư viện miễn phí, Tieba, Thư viện Baidu, CNKI, v.v."
C_819290,首先需要结合自己的兴趣和专业方向其次做好相关研究材料的积累在此基础上构思个人观点和导师探讨选题的可行性,需要结合兴趣专业方向做好相关研究材料积累此基础构思个人观点导师探讨选题可行性,2.0,"Đầu tiên, bạn cần kết hợp sở thích của bản thân và định hướng nghề nghiệp. Thứ hai, bạn cần tích lũy các tài liệu nghiên cứu có liên quan. Trên cơ sở này, bạn có thể hình thành quan điểm cá nhân của mình và thảo luận về tính khả thi của việc lựa chọn chủ đề với gia sư của mình."
C_819290,不一味追求低查重率适当参考,一味追求低查重率适当参考,1.0,Đừng mù quáng theo đuổi tỷ lệ trùng lặp thấp và cung cấp tài liệu tham khảo phù hợp
C_819290,认真听讲,认真听讲,2.0,lắng nghe cẩn thận
C_819290,首先要注重理论联系实际注重现实意义和价值其次要勤于思考勇于找创新最后还要根据自己的实际情况和专业兴趣来进行选题,注重理论联系实际注重现实意义价值勤于思考勇于找创新最后实际情况专业兴趣进行选题,2.0,"Trước hết, chúng ta phải chú ý gắn lý thuyết với thực tiễn, chú ý đến ý nghĩa và giá trị thực tiễn. Thứ hai, chúng ta phải siêng năng tư duy và dũng cảm tìm kiếm sự đổi mới. Cuối cùng, chúng ta phải lựa chọn đề tài dựa trên tình hình và thực tế của mình. lợi ích nghề nghiệp."
C_819290,防止学生抄袭当使用检测系统查询的时候若出现相似的段落可以将这些句子甚至是词组的来源出处标注出来整理文献资料时忘记记录引证文字的来源也可以通过检测系统帮你查出之后自己可以标注出来降低查重率,防止学生抄袭使用检测系统查询出现相似段落句子词组来源出处标注整理文献资料忘记记录引证文字来源检测系统帮查出之后标注降低查重率,1.0,"Ngăn chặn học sinh đạo văn. Nếu các đoạn văn tương tự xuất hiện khi sử dụng hệ thống phát hiện để truy vấn, bạn có thể đánh dấu nguồn của những câu này hoặc thậm chí là các cụm từ. Khi sắp xếp tài liệu và tài liệu, bạn cũng có thể quên ghi nguồn của văn bản được trích dẫn. sử dụng hệ thống phát hiện để giúp bạn tìm ra và sau đó bạn có thể tự đánh dấu nó và giảm tỷ lệ kiểm tra trùng lặp."
C_819290,自我认知清楚社会方面研究,自我认知清楚社会方面研究,1.0,Nhận thức rõ ràng về bản thân và nghiên cứu các khía cạnh xã hội
C_819290,记录要详细避免抽象,记录详细避免抽象,1.0,Lưu giữ hồ sơ chi tiết và tránh trừu tượng
C_819290,选择自己能力范围内可完成的,选择能力范围完成,1.0,Chọn những gì bạn có thể hoàn thành trong khả năng của mình
C_819290,一针对自己的兴趣确定方向二选题前阅读相关文献资料对相关领域有所了解并有目的地借助导师的意见进行选题三自己独立思考有所衡量和选择地确定题目要遵循一定的选题原则有一定的创新性和合理性,兴趣确定方向选题前阅读相关文献资料相关领域有所了解目的地借助导师意见进行选题独立思考有所衡量选择地确定题目一定选题原则一定创新性合理性,1.0,1. Xác định hướng đi theo sở thích của bản thân 2. Đọc tài liệu và tài liệu liên quan trước khi chọn chủ đề. Hiểu các lĩnh vực liên quan và chọn chủ đề một cách có mục đích với sự trợ giúp của ý kiến ​​​​của gia sư 3. Suy nghĩ độc lập và xác định chủ đề bằng thước đo. và lựa chọn. Bạn phải tuân theo việc lựa chọn chủ đề nhất định. Các nguyên tắc mang tính đổi mới và hợp lý ở một mức độ nhất định.
C_819290,前期整理好自己要用到的资料模拟答辩答辩过程中要做到口齿清晰思维清晰表达流畅充分表达自己的思想,前期整理用到资料模拟答辩答辩过程中要做到口齿清晰思维清晰表达流畅充分表达思想,1.0,"Sắp xếp các tài liệu bạn sẽ sử dụng trong giai đoạn đầu của cuộc phòng thủ giả, bạn phải có khả năng nói rõ ràng, suy nghĩ rõ ràng, diễn đạt trôi chảy và bày tỏ đầy đủ suy nghĩ của mình."
C_819290,自己感兴趣的有创新性的大小合适,感兴趣创新性大小合适,2.0,Kích thước phù hợp với những người sáng tạo mà bạn quan tâm.
C_819290,通过本节课认识到学毕业论文的重要性以及学毕业论文的步骤,本节课认识到学毕业论文重要性学毕业论文步骤,1.0,Qua bài học này chúng ta sẽ hiểu được tầm quan trọng của việc học khóa luận tốt nghiệp và các bước thực hiện khóa luận tốt nghiệp.
C_819290,明确方向后不要随意的更改若不然很容易给自己造成混乱,明确方向不要随意更改若不然容易造成混乱,1.0,"Khi đã định hướng rõ ràng thì đừng tùy tiện thay đổi, nếu không sẽ dễ gây nhầm lẫn cho chính mình."
C_819290,毕业论文对我们来说意义重大可写好毕业论文好难啊,毕业论文意义重大可写毕业论文好难,1.0,Luận văn tốt nghiệp có ý nghĩa rất lớn đối với chúng ta nhưng để viết được một luận văn tốt nghiệp hay thì rất khó.
C_819290,认真思考,认真思考,1.0,Hãy suy nghĩ cẩn thận
C_819290,因为想总结自己学习的专业知识,想总结学习专业知识,1.0,Vì muốn tổng hợp lại những kiến ​​thức chuyên môn đã học
C_819290,答辩前进行模拟答辩多次训练对自己的观点内容熟悉找到自信,答辩前进行模拟答辩多次训练观点内容熟悉找到自信,1.0,Tiến hành nhiều bài tập phòng thủ mô phỏng trước khi bào chữa để làm quen với quan điểm và nội dung của riêng bạn cũng như có được sự tự tin.
C_819290,参考文献是作者撰写论著时对某一著作或论文的整体的参考或借鉴的已公开发表的文献书目注释则是对论文中引文内容进行出处注或对正文内容进行进一步的解释校订补充和拓展两者都为文章的解释但来源与内容不一定相同参考文献要严格按照信息与文献参考文献著录规则要求的仔细输入校对信息,参考文献作者撰写论著著作论文整体参考借鉴公开发表文献书目注释论文引文内容进行出处注正文内容进行进一步解释校订补充拓展文章解释来源内容一定相同参考文献严格信息文献参考文献著录规则要求仔细输入校对信息,1.0,"Tài liệu tham khảo đề cập đến các tài liệu đã xuất bản mà tác giả đề cập đến hoặc đề cập đến một cách tổng thể khi viết bài báo. Các ghi chú thư mục đề cập đến nguồn trích dẫn trong bài viết hoặc để giải thích thêm, sửa đổi, bổ sung, mở rộng văn bản. của bài viết nhưng nguồn và nội dung không nhất thiết phải giống nhau. Tài liệu tham khảo phải được ghi cẩn thận trong phần hiệu đính thông tin theo đúng quy định về ghi chép thông tin và tài liệu tham khảo."
C_819290,进行模拟答辩自信大方地辩驳,进行模拟答辩自信大方辩驳,1.0,Tiến hành bào chữa giả định và tranh luận một cách tự tin và hào phóng
C_819290,我还以为念猹cha,念猹cha,1.0,Tôi tưởng Nian Yucha
C_819290,有用,有用,2.0,nó hoạt động
C_819290,万方维普cnki中国知网,万方维普cnki中国知网,1.0,Vạn Phương VIP cnki Cơ sở hạ tầng tri thức quốc gia Trung Quốc
C_819290,不要强词夺理,不要强词夺理,1.0,Đừng ép buộc lời nói của bạn
C_819290,注释是对书籍或文章的语汇内容背景引文作介绍评议的文字参考文献是文章或著作等写作过程中参考过的文献,注释书籍文章语汇内容背景引文作介绍评议文字参考文献文章著作写作过程参考文献,1.0,"Chú thích là những văn bản giới thiệu và bình luận về từ vựng, nội dung, bối cảnh và trích dẫn của một cuốn sách hoặc bài báo. Tài liệu tham khảo là những tài liệu được tham khảo trong quá trình viết một bài báo hoặc một cuốn sách."
C_819290,sciieee知网万方期刊,sciieee知网万方期刊,1.0,khoa học CNKI Wanfang Tạp chí
C_819290,注释是对文中的难以理解内容的解释让够读者轻松理解文章而参考文献是文中引用所参考的著作标明文字资料的来源出处参考文献要精确标注学会概述内容,注释文中难以理解内容解释够读者轻松理解文章参考文献文中引用参考著作标明文字资料来源出处参考文献精确标注学会概述内容,1.0,Chú thích là những lời giải thích những nội dung khó hiểu trong văn bản để người đọc dễ hiểu bài viết. Tài liệu tham khảo là những tác phẩm được trích dẫn trong văn bản có ghi rõ nguồn gốc của văn bản.
C_819290,准备的充分对自己的论文要熟悉在专业知识上要牢固而不要一问三不知但如果实在不知道也可以根据自己的理解浅谈自己的想法仪表仪态要好姿态端正从容不迫在论文的基础上加以自己的想法直面答辩老师的问题不躲闪,准备充分论文熟悉专业知识上要牢固不要一问三不知实在知道理解浅谈想法仪表仪态姿态端正从容不迫论文基础想法直面答辩老师问题躲闪,3.0,"Hãy chuẩn bị kỹ càng, làm quen với luận văn, nắm vững kiến ​​thức chuyên môn và đừng đặt câu hỏi về những điều bạn không biết. Nhưng nếu thực sự không biết, bạn có thể nói ngắn gọn về suy nghĩ của mình dựa trên quan điểm của mình. sự hiểu biết của riêng bạn. Ngoại hình và cách cư xử của bạn phải tốt, chính xác, bình tĩnh và không vội vàng. Thêm suy nghĩ của riêng bạn trên cơ sở luận án. Đối mặt trực tiếp với các câu hỏi của giáo viên mà không trốn tránh ý kiến."
C_819290,从自己感兴趣的方面着手,感兴趣方面着手,1.0,Bắt đầu với những gì bạn quan tâm
